incident_number,date_time_of_call,animal_type,animal_type_int,latitude,longitude
NA,2018-03-27T15:28:00Z,cat,2,51.54577232,0.198705381
NA,2018-03-28T13:21:00Z,fox,5,51.50856574,-0.415589348
NA,2018-04-01T11:36:00Z,bird,1,51.46681564,-0.35887071
NA,2018-04-03T15:51:00Z,cat,2,51.53460457,-0.104319614
NA,2018-04-04T12:38:00Z,bird,1,51.60330412,-0.259685863
NA,2018-04-07T07:16:00Z,dog,4,51.4651813,0.054164875
NA,2018-04-07T12:33:00Z,bird,1,51.50955743,-0.258462823
NA,2018-04-11T21:06:00Z,cat,2,51.49689232,0.076495963
NA,2018-04-12T19:11:00Z,bird,1,51.60138956,-0.353243182
NA,2018-04-13T17:22:00Z,cat,2,51.41245094,-0.133147446
NA,2018-04-15T01:55:00Z,cat,2,51.55648413,0.115952318
NA,2018-04-15T20:44:00Z,dog,4,51.40913678,-0.206589233
NA,2018-04-16T10:16:00Z,dog,4,51.48030428,-0.171582831
NA,2018-04-17T22:56:00Z,dog,4,51.65433202,-0.071830559
NA,2018-04-18T16:23:00Z,cat,2,51.58721726,-0.069434855
NA,2018-04-19T10:41:00Z,horse,6,51.4212305,0.123909184
NA,2018-04-19T11:33:00Z,horse,6,51.57905228,0.253844851
NA,2018-04-21T13:38:00Z,cat,2,51.55134393,-0.337742454
NA,2018-04-22T15:47:00Z,bird,1,51.55609817,0.108923301
NA,2018-04-22T20:00:00Z,cat,2,51.51350774,-0.390888571
NA,2018-04-23T15:03:00Z,bird,1,51.41809689,-0.289865402
NA,2018-04-23T16:17:00Z,cat,2,51.61211735,-0.133316033
NA,2018-04-25T23:07:00Z,bird,1,51.58640857,-0.094759558
NA,2018-04-26T06:33:00Z,fox,5,51.47532154,-0.157214752
NA,2018-04-26T08:17:00Z,cat,2,51.62349497,0.012893627
NA,2018-04-26T22:30:00Z,cat,2,51.55436736,0.221699354
NA,2018-05-01T10:24:00Z,fox,5,51.53704196,0.144523551
NA,2018-05-01T18:15:00Z,fox,5,51.48408818,-0.217225429
NA,2018-05-03T10:12:00Z,fox,5,51.47401309,-0.088730524
NA,2018-05-04T20:49:00Z,bird,1,51.44069489,-0.103825633
NA,2018-05-05T14:12:00Z,fox,5,51.49795401,-0.055165546
NA,2018-05-05T16:34:00Z,cat,2,51.60054588,0.038746077
NA,2018-05-06T21:09:00Z,cat,2,51.43387058,-0.203451568
NA,2018-05-08T12:19:00Z,dog,4,51.58878418,-0.17536413
NA,2018-05-09T11:58:00Z,fox,5,51.5469932,-0.1191937
NA,2018-05-10T11:36:00Z,bird,1,51.56516324,0.024808941
NA,2018-05-10T12:36:00Z,bird,1,51.44066593,-0.103853728
NA,2018-05-10T15:00:00Z,cat,2,51.46261682,-0.01054505
NA,2018-05-11T06:32:00Z,cat,2,51.51755161,-0.02329694
NA,2018-05-11T12:04:00Z,dog,4,51.47575104,-0.130436566
NA,2018-05-11T18:12:00Z,cat,2,51.57807674,-0.34525021
NA,2018-05-12T12:12:00Z,bird,1,51.5237681,-0.138762126
NA,2018-05-12T14:07:00Z,cat,2,51.42828026,-0.024551454
NA,2018-05-13T10:48:00Z,fox,5,51.50402939,-0.096275591
NA,2018-05-13T11:38:00Z,cat,2,51.38424668,-0.158638296
NA,2018-05-14T13:37:00Z,dog,4,51.60021034,-0.154093253
NA,2018-05-14T18:57:00Z,cat,2,51.3691636,-0.1860978
NA,2018-05-15T12:19:00Z,bird,1,51.52744564,-0.056374268
NA,2018-05-15T18:15:00Z,bird,1,51.4481162,0.162432291
NA,2018-05-16T11:22:00Z,cat,2,51.57462265,-0.191698911
NA,2018-05-16T20:28:00Z,deer,3,51.60432575,0.021847963
NA,2018-05-17T12:10:00Z,bird,1,51.51936263,-0.058459825
NA,2018-05-17T16:09:00Z,bird,1,51.51938599,-0.058128869
NA,2018-05-19T11:26:00Z,bird,1,51.6287647,-0.14844131
NA,2018-05-20T19:44:00Z,bird,1,51.49147877,-0.047582615
NA,2018-05-23T11:03:00Z,cat,2,51.45547287,0.158572209
NA,2018-05-23T11:05:00Z,dog,4,51.4584306,0.0316862
NA,2018-05-23T16:48:00Z,bird,1,51.50390457,-0.094716239
NA,2018-05-25T20:00:00Z,dog,4,51.59996384,-0.041160214
NA,2018-05-28T08:12:00Z,bird,1,51.45602509,-0.145154301
NA,2018-05-28T14:43:00Z,cat,2,51.56233215,-0.213765723
NA,2018-06-01T16:15:00Z,dog,4,51.47965683,0.117559186
NA,2018-06-02T13:46:00Z,bird,1,51.4241845,-0.06910657
NA,2018-06-03T23:25:00Z,cat,2,51.465189,-0.037113
NA,2018-06-04T12:56:00Z,Other,9,51.47140204,0.059210105
NA,2018-06-05T16:01:00Z,unknown - wild animal,8,51.67905963,-0.012614195
NA,2018-06-06T12:56:00Z,cat,2,51.50189701,-0.431351136
NA,2018-06-06T20:53:00Z,fox,5,51.4712521,0.1440309
NA,2018-06-07T13:37:00Z,dog,4,51.41022704,-0.125651292
NA,2018-06-08T18:41:00Z,dog,4,51.51008915,-0.033405447
NA,2018-06-09T07:45:00Z,bird,1,51.411057,-0.300387
NA,2018-06-09T08:58:00Z,cat,2,51.49686974,-0.08041351
NA,2018-06-10T15:52:00Z,cat,2,51.49068088,-0.114862387
NA,2018-06-11T11:05:00Z,bird,1,51.46812678,-0.364709766
NA,2018-06-11T12:24:00Z,cat,2,51.52675359,0.037895556
NA,2018-06-11T14:12:00Z,dog,4,51.38785448,0.09848517
NA,2018-06-14T14:30:00Z,dog,4,51.53794915,-0.166259734
NA,2018-06-14T17:51:00Z,dog,4,51.53157522,-0.101139595
NA,2018-06-17T12:42:00Z,deer,3,51.62479274,-0.241853699
NA,2018-06-18T06:22:00Z,deer,3,51.64618857,-0.134767832
NA,2018-06-19T15:17:00Z,dog,4,51.37422702,-0.102830458
NA,2018-06-21T10:53:00Z,dog,4,51.52972065,0.088353431
NA,2018-06-22T19:01:00Z,dog,4,51.45086659,-0.111132912
NA,2018-06-23T19:36:00Z,cat,2,51.53229738,-0.379056388
NA,2018-06-24T15:58:00Z,deer,3,51.60984119,-0.201976949
NA,2018-06-25T19:28:00Z,cat,2,51.63435253,-0.168086597
NA,2018-06-26T08:18:00Z,cat,2,51.46559,-0.154764
NA,2018-06-26T21:52:00Z,bird,1,51.51047417,-0.297432204
NA,2018-06-27T16:55:00Z,cat,2,51.51030441,-0.369473531
NA,2018-06-28T14:05:00Z,bird,1,51.60787787,0.033394814
NA,2018-06-28T15:55:00Z,bird,1,51.60787379,0.033387883
NA,2018-07-02T11:03:00Z,deer,3,51.41668945,-0.302388586
NA,2018-07-04T16:20:00Z,bird,1,51.591028,-0.258379
NA,2018-07-05T06:37:00Z,cat,2,51.54571103,0.010936647
NA,2018-07-05T17:39:00Z,fox,5,51.49937852,0.088396198
NA,2018-07-06T08:17:00Z,bird,1,51.47349655,-0.247932398
NA,2018-07-06T19:54:00Z,cat,2,51.38949665,-0.216864079
NA,2018-07-08T12:58:00Z,horse,6,51.57036296,0.244445568
NA,2018-07-08T17:10:00Z,bird,1,51.51128521,-0.139799856
NA,2018-07-09T08:35:00Z,horse,6,51.52824002,-0.431062535
NA,2018-07-09T19:29:00Z,bird,1,51.38450191,-0.097796662
NA,2018-07-10T10:23:00Z,dog,4,51.38928243,-0.103381488
NA,2018-07-11T16:35:00Z,cat,2,51.45064675,-0.238954852
NA,2018-07-12T12:21:00Z,dog,4,51.42513281,-0.352412104
NA,2018-07-12T19:33:00Z,bird,1,51.39721877,-0.308127488
NA,2018-07-14T15:07:00Z,cat,2,51.61845808,-0.304087905
NA,2018-07-15T03:30:00Z,deer,3,51.57978376,0.115063354
NA,2018-07-15T18:50:00Z,bird,1,51.55277839,0.025319923
NA,2018-07-16T13:18:00Z,bird,1,51.40303859,-0.29057762
NA,2018-07-16T18:07:00Z,bird,1,51.5106317,-0.087407891
NA,2018-07-17T08:59:00Z,dog,4,51.35188605,-0.024042189
NA,2018-07-17T19:35:00Z,bird,1,51.48050489,-0.4455109
NA,2018-07-18T17:12:00Z,dog,4,51.58582713,-0.035757144
NA,2018-07-19T07:09:00Z,fox,5,51.39159288,-0.101653411
NA,2018-07-19T08:32:00Z,deer,3,51.65495137,-0.080412968
NA,2018-07-19T11:27:00Z,cat,2,51.46282439,0.103144147
NA,2018-07-20T06:54:00Z,bird,1,51.410838,-0.055001
NA,2018-07-21T18:56:00Z,dog,4,51.47569249,-0.215521755
NA,2018-07-22T13:24:00Z,dog,4,51.54671876,-0.241737422
NA,2018-07-23T12:49:00Z,cat,2,51.51665515,0.019034882
NA,2018-07-24T15:25:00Z,bird,1,51.41749989,0.069900275
NA,2018-07-24T20:53:00Z,bird,1,51.59103264,-0.258385308
NA,2018-07-26T15:26:00Z,cat,2,51.57194625,-0.120149579
NA,2018-07-26T15:33:00Z,bird,1,51.61405711,-0.176430422
NA,2018-07-26T17:25:00Z,bird,1,51.50051531,-0.073584172
NA,2018-07-28T16:07:00Z,dog,4,51.54652661,0.082386584
NA,2018-07-28T16:16:00Z,bird,1,51.52390075,-0.139834517
NA,2018-07-28T19:08:00Z,unknown - domestic animal or pet,7,51.60051202,-0.010841668
NA,2018-07-28T20:10:00Z,cat,2,51.57568657,0.213940416
NA,2018-07-29T17:08:00Z,bird,1,51.46400649,-0.129427873
NA,2018-07-30T14:16:00Z,cat,2,51.53214438,-0.226059083
NA,2018-08-01T14:59:00Z,cat,2,51.46672142,-0.033886865
NA,2018-08-02T09:19:00Z,bird,1,51.63125461,-0.127332233
NA,2018-08-02T21:25:00Z,fox,5,51.50840641,-0.241390884
NA,2018-08-03T10:35:00Z,cat,2,51.42814438,-0.306480748
NA,2018-08-03T11:35:00Z,cat,2,51.48675225,-0.188931834
NA,2018-08-05T15:05:00Z,dog,4,51.60035672,-0.301178518
NA,2018-08-05T19:26:00Z,cat,2,51.5738045,-0.1488837
NA,2018-08-06T13:57:00Z,cat,2,51.54934946,0.075079043
NA,2018-08-06T16:01:00Z,cat,2,51.549333,0.0750759
NA,2018-08-09T02:05:00Z,cat,2,51.48084558,-0.053413138
NA,2018-08-11T10:55:00Z,horse,6,51.48378454,0.078857786
NA,2018-08-13T00:34:00Z,cat,2,51.53131063,-0.099820646
NA,2018-08-13T09:39:00Z,fox,5,51.4635425,-0.297205017
NA,2018-08-13T12:10:00Z,fox,5,51.60524528,-0.20662662
NA,2018-08-14T11:18:00Z,horse,6,51.48395029,0.078918499
NA,2018-08-16T07:54:00Z,deer,3,51.65102427,-0.087958991
NA,2018-08-16T19:55:00Z,cat,2,51.54367101,-1.25622e-4
NA,2018-08-17T17:40:00Z,Other,9,51.6082869,-0.197047
NA,2018-08-18T22:39:00Z,bird,1,51.47027507,-0.068450815
NA,2018-08-19T17:25:00Z,horse,6,51.51866096,-0.482751161
NA,2018-08-21T15:28:00Z,bird,1,51.51558628,-0.244016596
NA,2018-08-24T13:51:00Z,cat,2,51.38401023,-0.165062115
NA,2018-08-28T09:32:00Z,cat,2,51.52356691,-0.290096303
NA,2018-08-29T16:19:00Z,bird,1,51.49988645,-0.114536212
NA,2018-09-01T17:17:00Z,dog,4,51.56867094,-0.423305578
NA,2018-09-02T15:43:00Z,dog,4,51.41500017,-0.052722326
NA,2018-09-02T17:16:00Z,horse,6,51.49447323,0.161576005
NA,2018-09-02T19:37:00Z,cat,2,51.49573838,-0.228837444
NA,2018-09-03T02:47:00Z,Other,9,51.33875101,-0.148257902
NA,2018-09-05T13:41:00Z,horse,6,51.49666637,0.160343336
NA,2018-09-05T14:53:00Z,cat,2,51.42069521,-0.128010227
NA,2018-09-05T22:21:00Z,Other,9,51.49048509,-0.2690352
NA,2018-09-06T23:55:00Z,cat,2,51.59626989,-0.29417034
NA,2018-09-07T07:56:00Z,bird,1,51.60162319,-0.411140294
NA,2018-09-08T08:12:00Z,cat,2,51.60646719,-0.084655529
NA,2018-09-08T19:31:00Z,cat,2,51.62787708,-0.131798676
NA,2018-09-10T22:05:00Z,cat,2,51.37607691,0.095898332
NA,2018-09-11T19:09:00Z,bird,1,51.41485298,-0.313092197
NA,2018-09-12T09:07:00Z,horse,6,51.45798004,0.20287323
NA,2018-09-13T12:38:00Z,dog,4,51.50293409,-0.264183216
NA,2018-09-14T21:23:00Z,cat,2,51.44502415,-0.33321439
NA,2018-09-16T10:40:00Z,cat,2,51.47983704,-0.098932525
NA,2018-09-17T17:47:00Z,dog,4,51.36628426,-0.311074317
NA,2018-09-19T12:48:00Z,cat,2,51.56024993,-0.057249438
NA,2018-09-19T13:00:00Z,cat,2,51.5435556,0.200487757
NA,2018-09-20T15:28:00Z,cat,2,51.52197265,-0.467651944
NA,2018-09-21T20:57:00Z,cat,2,51.47170291,-0.17847995
NA,2018-09-22T09:51:00Z,cat,2,51.38325213,-0.228825987
NA,2018-09-24T10:25:00Z,cat,2,51.64194904,-0.168367364
NA,2018-09-29T02:35:00Z,dog,4,51.48472081,-0.02509723
NA,2018-09-29T15:13:00Z,cat,2,51.57462177,-0.034193288
NA,2018-09-29T16:49:00Z,cat,2,51.40322961,0.010142562
NA,2018-09-30T17:25:00Z,cat,2,51.42413326,-0.289804675
NA,2018-10-02T12:20:00Z,dog,4,51.40164587,-0.186830577
NA,2018-10-05T16:31:00Z,deer,3,51.60869976,0.225239236
NA,2018-10-07T07:13:00Z,unknown - wild animal,8,51.59773516,0.212471858
NA,2018-10-07T11:55:00Z,dog,4,51.41862375,-0.192556606
NA,2018-10-11T21:19:00Z,deer,3,51.61830858,0.187724767
NA,2018-10-14T17:56:00Z,fox,5,51.48677287,0.092051246
NA,2018-10-15T14:51:00Z,bird,1,51.61598511,-0.154762586
NA,2018-10-16T14:10:00Z,cat,2,51.5786505,0.0772616
NA,2018-10-18T12:34:00Z,cat,2,51.59896427,0.215245156
NA,2018-10-19T09:53:00Z,dog,4,51.46223843,0.129484573
NA,2018-10-19T17:35:00Z,deer,3,51.60760106,0.22726324
NA,2018-10-22T13:22:00Z,fox,5,51.46615129,-0.380003659
NA,2018-10-22T23:41:00Z,cat,2,51.53162612,-0.131374456
NA,2018-10-26T11:27:00Z,dog,4,51.53883619,0.159180714
NA,2018-10-26T14:40:00Z,unknown - domestic animal or pet,7,51.47019399,-0.018315422
NA,2018-10-27T10:39:00Z,bird,1,51.336951,-0.117036
NA,2018-10-28T11:38:00Z,dog,4,51.55053972,0.232222434
NA,2018-10-30T20:37:00Z,cat,2,51.48685163,0.111486555
NA,2018-11-01T12:55:00Z,cat,2,51.44866921,-0.346231717
NA,2018-11-01T13:39:00Z,cat,2,51.54132811,-0.087057622
NA,2018-11-03T12:18:00Z,bird,1,51.51482797,-0.035019217
NA,2018-11-04T12:50:00Z,dog,4,51.39502419,-0.254970637
NA,2018-11-06T15:53:00Z,cat,2,51.61157753,0.021647783
NA,2018-11-06T22:54:00Z,dog,4,51.54855616,-0.043617977
NA,2018-11-09T10:16:00Z,cat,2,51.58616704,-0.437524169
NA,2018-11-09T15:49:00Z,dog,4,51.5546405,-0.0800453
NA,2018-11-11T07:23:00Z,deer,3,51.60874324,0.225120285
NA,2018-11-12T02:20:00Z,fox,5,51.53009314,-0.096377977
NA,2018-11-12T04:20:00Z,fox,5,51.45035975,-0.332290493
NA,2018-11-12T04:20:00Z,cat,2,51.48543305,-0.187774467
NA,2018-11-13T14:18:00Z,cat,2,51.42735676,-0.191354298
NA,2018-11-14T11:22:00Z,cat,2,51.43079614,0.007631035
NA,2018-11-15T14:53:00Z,cat,2,51.44436255,-0.047836293
NA,2018-11-16T17:06:00Z,bird,1,51.594017,-0.1075794
NA,2018-11-20T16:35:00Z,deer,3,51.6098196,0.237316
NA,2018-11-21T21:30:00Z,cat,2,51.45561287,-0.193619416
NA,2018-11-26T15:16:00Z,dog,4,51.6349305,-0.058248631
NA,2018-12-01T10:26:00Z,bird,1,51.52689,-0.086691
NA,2018-12-03T10:18:00Z,dog,4,51.33879899,-0.05895798
NA,2018-12-05T20:41:00Z,dog,4,51.39482068,-0.120998773
NA,2018-12-08T12:23:00Z,deer,3,51.62411438,-0.299589476
NA,2018-12-10T20:39:00Z,cat,2,51.63422871,-0.132210507
NA,2018-12-12T13:07:00Z,deer,3,51.59955423,-0.228759227
NA,2018-12-13T11:51:00Z,cat,2,51.50031694,-0.213656376
NA,2018-12-14T20:15:00Z,dog,4,51.56458492,0.220182145
NA,2018-12-17T16:39:00Z,bird,1,51.38805017,0.074084198
NA,2018-12-18T12:39:00Z,unknown - domestic animal or pet,7,51.30111451,-0.10036872300000001
NA,2018-12-23T15:29:00Z,cat,2,51.50375517,-0.058863362
NA,2018-12-24T23:40:00Z,dog,4,51.47477258,-0.18033847
NA,2018-12-25T09:02:00Z,bird,1,51.4068491,-0.075204248
NA,2018-12-26T16:37:00Z,dog,4,51.51373623,-0.458701242
NA,2018-12-29T15:39:00Z,fox,5,51.66634115,-0.035400387
NA,2019-01-01T15:09:00Z,unknown - domestic animal or pet,7,51.48465988,-0.178044712
NA,2019-01-02T13:04:00Z,dog,4,51.55615804,-0.025559021
NA,2019-01-04T12:58:00Z,bird,1,51.49950222,-0.118387508
NA,2019-01-04T15:56:00Z,bird,1,51.63247073,-0.114275052
NA,2019-01-05T10:51:00Z,cat,2,51.57452401,-0.409642705
NA,2019-01-06T11:50:00Z,bird,1,51.40578623,-0.07510978
NA,2019-01-07T05:47:00Z,horse,6,51.64361936,-0.029495258
NA,2019-01-11T11:43:00Z,cat,2,51.5985011,-0.0298541
NA,2019-01-11T12:13:00Z,cat,2,51.60220393,-0.153582849
NA,2019-01-11T21:16:00Z,bird,1,51.579847,-0.3528532
NA,2019-01-13T11:02:00Z,cat,2,51.56098826,0.010576587
NA,2019-01-13T19:20:00Z,cat,2,51.5414076,-0.136167736
NA,2019-01-15T02:03:00Z,deer,3,51.53070708,-0.445547282
NA,2019-01-16T20:48:00Z,cat,2,51.42780221,-0.146768206
NA,2019-01-17T13:34:00Z,fox,5,51.49154498,-0.371771323
NA,2019-01-23T00:23:00Z,deer,3,51.60917725,0.229349506
NA,2019-01-26T12:55:00Z,cat,2,51.44470654,-0.038928088
NA,2019-01-30T11:26:00Z,Other,9,51.47184494,0.466420909
NA,2019-01-31T10:29:00Z,bird,1,51.54103634,0.108610476
NA,2019-02-04T12:24:00Z,cat,2,51.53996336,-0.261344341
NA,2019-02-06T22:36:00Z,cat,2,51.60001675,-0.067850892
NA,2019-02-07T21:41:00Z,horse,6,51.49866811,0.155771365
NA,2019-02-18T12:16:00Z,cat,2,51.56215171,-0.467396395
NA,2019-02-19T12:28:00Z,cat,2,51.45176687,-0.326962086
NA,2019-02-20T11:45:00Z,bird,1,51.44103678,-0.453639256
NA,2019-02-21T12:01:00Z,cat,2,51.63629735,-0.040030659
NA,2019-02-25T11:54:00Z,bird,1,51.4094449,-0.228436126
NA,2019-02-26T17:24:00Z,dog,4,51.51547322,-0.323717229
NA,2019-02-27T14:16:00Z,cat,2,51.56214596,-0.467406566
NA,2019-02-28T07:46:00Z,cat,2,51.58699705,-0.230526524
NA,2019-03-03T16:26:00Z,fox,5,51.3412492,-0.126927655
NA,2019-03-05T16:37:00Z,cat,2,51.42764294,-0.10789136
NA,2019-03-08T12:23:00Z,bird,1,51.40955327,-0.228651838
NA,2019-03-11T15:40:00Z,cat,2,51.57073257,-0.265837592
NA,2019-03-13T12:59:00Z,bird,1,51.4034214,-0.2923166
NA,2019-03-15T18:09:00Z,bird,1,51.40714729,-0.34868271
NA,2019-03-17T18:32:00Z,cat,2,51.47746446,-0.375328159
NA,2019-03-18T12:47:00Z,bird,1,51.45311327,0.119220606
NA,2019-03-19T12:36:00Z,horse,6,51.34097989,-0.090288896
NA,2019-03-20T10:14:00Z,cat,2,51.5412327,-0.054530777
NA,2019-03-20T21:43:00Z,cat,2,51.5348816,-0.470275626
NA,2019-03-21T09:08:00Z,horse,6,51.56020451,0.291423812
NA,2019-03-21T11:29:00Z,cat,2,51.39291677,-0.01199935
NA,2019-03-22T10:55:00Z,cat,2,51.60404366,0.022289453
NA,2019-03-24T19:44:00Z,dog,4,51.57010025,-0.022160828
NA,2019-03-27T10:58:00Z,dog,4,51.37779389,0.013689658
NA,2019-03-29T21:28:00Z,dog,4,51.5697641,0.1305088
NA,2019-03-30T17:19:00Z,bird,1,51.48694373,-0.296056086
NA,2019-04-01T16:35:00Z,cat,2,51.5145804,-0.1887159
NA,2019-04-01T20:37:00Z,dog,4,51.52979263,7.9877e-4
NA,2019-04-02T19:46:00Z,cat,2,51.41871986,0.115989637
NA,2019-04-06T19:56:00Z,cat,2,51.62709232,-0.107314052
NA,2019-04-07T20:24:00Z,cat,2,51.3493783,-0.15068951
NA,2019-04-10T07:47:00Z,cat,2,51.41872532,-6.56349e-4
NA,2019-04-11T08:22:00Z,dog,4,51.4686265,-0.211951221
NA,2019-04-12T10:43:00Z,dog,4,51.55306484,-0.02584976
NA,2019-04-12T14:49:00Z,cat,2,51.54838402,-0.369318287
NA,2019-04-15T14:08:00Z,bird,1,51.4815755,-0.002378299
NA,2019-04-16T08:53:00Z,cat,2,51.53676599,-0.24325475
NA,2019-04-17T11:23:00Z,cat,2,51.49433132,-0.144107283
NA,2019-04-19T11:44:00Z,dog,4,51.48819706,-0.086651989
NA,2019-04-20T08:12:00Z,cat,2,51.61640915,-0.002384901
NA,2019-04-20T19:18:00Z,cat,2,51.58413148,-0.341844726
NA,2019-04-21T19:24:00Z,dog,4,51.39066481,-0.215138895
NA,2019-04-22T09:02:00Z,cat,2,51.41839213,-0.264051658
NA,2019-04-22T16:46:00Z,Other,9,51.46122158,0.15340913
NA,2019-04-23T17:01:00Z,bird,1,51.4412732,-0.1433545
NA,2019-04-25T00:59:00Z,dog,4,51.54884192,-0.093602207
NA,2019-04-25T20:45:00Z,cat,2,51.58385581,-0.073161712
NA,2019-04-26T17:47:00Z,cat,2,51.55653662,-0.123591193
NA,2019-04-28T13:43:00Z,cat,2,51.56356979,-0.288339538
NA,2019-04-29T20:47:00Z,cat,2,51.36915281,-0.119487375
NA,2019-05-02T13:37:00Z,cat,2,51.47618445,-0.110145471
NA,2019-05-03T19:25:00Z,bird,1,51.42997559,0.0539967
NA,2019-05-05T16:57:00Z,bird,1,51.60364698,-0.297636313
NA,2019-05-05T18:20:00Z,fox,5,51.43420939,0.050686131
NA,2019-05-05T19:59:00Z,bird,1,51.40947958,-0.228781229
NA,2019-05-05T21:26:00Z,dog,4,51.62028002,-0.321232568
NA,2019-05-09T10:48:00Z,bird,1,51.42859915,-0.396432817
NA,2019-05-10T14:18:00Z,Other,9,51.54744556,-0.375844697
NA,2019-05-11T19:48:00Z,unknown - domestic animal or pet,7,51.43539286,-0.380573952
NA,2019-05-15T23:41:00Z,fox,5,51.5507749,-0.477295026
NA,2019-05-17T10:29:00Z,bird,1,51.56070481,-0.103587086
NA,2019-05-17T16:31:00Z,bird,1,51.51347926,-0.085614967
NA,2019-05-17T18:18:00Z,cat,2,51.4624637,-0.098963546
NA,2019-05-18T13:17:00Z,bird,1,51.49835683,-0.104505122
NA,2019-05-18T17:30:00Z,Other,9,51.47884447,-0.316696587
NA,2019-05-20T17:23:00Z,cat,2,51.5484659,0.066363777
NA,2019-05-22T17:55:00Z,unknown - wild animal,8,51.51023815,-0.065193371
NA,2019-05-22T20:55:00Z,cat,2,51.35808225,-0.196762197
NA,2019-05-23T18:16:00Z,horse,6,51.33073554,-0.085523951
NA,2019-05-25T14:56:00Z,bird,1,51.46840455,-0.361930383
NA,2019-05-25T17:46:00Z,dog,4,51.5437701,0.004917027
NA,2019-05-26T13:17:00Z,bird,1,51.52913593,0.104299587
NA,2019-05-27T20:15:00Z,fox,5,51.43471409,-0.37956785
NA,2019-05-28T19:20:00Z,dog,4,51.42962386,-0.251065518
NA,2019-05-29T16:32:00Z,dog,4,51.60190452,-0.083066792
NA,2019-05-29T19:29:00Z,cat,2,51.51595059,0.021051712
NA,2019-05-30T17:18:00Z,cat,2,51.50774745,0.105759711
NA,2019-06-02T22:36:00Z,cat,2,51.53311141,0.059619816
NA,2019-06-02T23:14:00Z,fox,5,51.52023703,0.026661866
NA,2019-06-03T16:29:00Z,horse,6,51.35321712,-0.034429168
NA,2019-06-03T16:46:00Z,cat,2,51.33422533,-0.057741515
NA,2019-06-03T21:10:00Z,cat,2,51.52818365,-0.121735956
NA,2019-06-04T16:25:00Z,fox,5,51.50264607,-0.158108725
NA,2019-06-05T18:09:00Z,dog,4,51.4912354,-0.035278618
NA,2019-06-06T21:07:00Z,cat,2,51.42948314,-0.109997415
NA,2019-06-07T09:26:00Z,unknown - wild animal,8,51.65500702,-0.154499646
NA,2019-06-07T18:59:00Z,cat,2,51.55563429,-0.040480299
NA,2019-06-07T19:52:00Z,cat,2,51.53654247,0.05609693
NA,2019-06-08T19:16:00Z,bird,1,51.54168472,-0.102686222
NA,2019-06-09T00:08:00Z,cat,2,51.56112771,-0.045805743
NA,2019-06-09T09:50:00Z,Other,9,51.46419293,-0.29103095
NA,2019-06-09T20:58:00Z,cat,2,51.61137941,-0.205879515
NA,2019-06-10T18:44:00Z,cat,2,51.61146244,-0.205775007
NA,2019-06-12T09:47:00Z,bird,1,51.5802422,-0.064706251
NA,2019-06-13T13:25:00Z,Other,9,51.54232943,-0.147772448
NA,2019-06-14T07:40:00Z,cat,2,51.48599319,-0.168003293
NA,2019-06-14T12:21:00Z,cat,2,51.53063943,0.145043323
NA,2019-06-14T22:17:00Z,bird,1,51.5903584,-0.1431149
NA,2019-06-15T11:28:00Z,bird,1,51.6549737,-0.20263194
NA,2019-06-15T23:18:00Z,cat,2,51.48255997,-0.314727291
NA,2019-06-16T16:03:00Z,cat,2,51.53058905,0.145550855
NA,2019-06-16T23:12:00Z,fox,5,51.5973292,-0.0834014
NA,2019-06-18T20:57:00Z,cat,2,51.52716381,0.031618387
NA,2019-06-19T23:06:00Z,bird,1,51.50463573,-0.085873459
NA,2019-06-20T10:34:00Z,bird,1,51.49868772,0.148264916
NA,2019-06-22T06:00:00Z,deer,3,51.62401306,-0.19379099
NA,2019-06-22T13:52:00Z,bird,1,51.54705912,-0.055152666
NA,2019-06-22T16:59:00Z,horse,6,51.57263976,0.242687585
NA,2019-06-24T06:53:00Z,horse,6,51.49837216,0.155928139
NA,2019-06-24T14:21:00Z,bird,1,51.50026646,-0.087631875
NA,2019-06-24T14:58:00Z,cat,2,51.54604605,0.157123126
NA,2019-06-25T14:57:00Z,cat,2,51.57734297,0.175396158
NA,2019-06-25T21:17:00Z,bird,1,51.59276052,-0.10545739
NA,2019-06-30T18:53:00Z,bird,1,51.46399772,-0.348284528
NA,2019-06-30T22:29:00Z,cat,2,51.3989494,-0.253093255
NA,2019-07-01T09:13:00Z,cat,2,51.57393244,-0.107561263
NA,2019-07-02T07:13:00Z,fox,5,51.63320353,-0.068450792
NA,2019-07-02T12:37:00Z,cat,2,51.50448363,0.114905783
NA,2019-07-04T11:32:00Z,dog,4,51.66085514,-0.177245969
NA,2019-07-04T13:20:00Z,Other,9,51.62951533,-0.24859343
NA,2019-07-05T13:42:00Z,unknown - wild animal,8,51.4036225,-0.2925391
NA,2019-07-06T17:07:00Z,fox,5,51.602572,0.083941437
NA,2019-07-06T20:44:00Z,unknown - domestic animal or pet,7,51.42744626,0.143244769
NA,2019-07-07T11:10:00Z,dog,4,51.5366753,-0.1667137
NA,2019-07-07T11:26:00Z,dog,4,51.5746007,-0.1332941
NA,2019-07-07T15:06:00Z,bird,1,51.54673803,-0.203531387
NA,2019-07-08T13:08:00Z,unknown - wild animal,8,51.63941904,-0.091339317
NA,2019-07-10T08:58:00Z,dog,4,51.36249462,-0.212786028
NA,2019-07-10T16:17:00Z,cat,2,51.51322873,-0.070871172
NA,2019-07-12T10:26:00Z,bird,1,51.5218293,-0.1162525
